Group,sent_type,struc,prime_type,verb,verb_num,sent_id,sentence,question,response,truncated
list_2B,filler,filler,NA,NA,NA,Filler36,Each of the cab drivers had their own favorite route to get to the airport.,Was there more than one way to get to the airport?,Yes,no
list_2B,prime,amv,NA,chased,2,chased2,The monkey chased a hatter and stole his hats.,NA,NA,no
list_2B,prime,amv,NA,chased,3,chased3,The thief chased the officer and stopped running to catch his breath.,NA,NA,no
list_2B,target,rrc,amv,chased,1,chased1,The dog chased,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler14,The woman eagerly waited,Was the woman looking forward to hearing some news?,Yes,yes
list_2B,filler,filler,NA,NA,NA,Filler8,The student pretended,Was the student really sick?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler8,The student pretended,Was the student really sick?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler14,The woman eagerly waited,Was the woman looking forward to hearing some news?,Yes,yes
list_2B,filler,filler,NA,NA,NA,Filler35,The storekeepers were afraid that,Were some people worried about the hometeam winning?,Yes,yes
list_2B,prime,urc,NA,studied,2,studied2,The writer who was studied by the scholar wrote a radical book.,NA,NA,no
list_2B,prime,urc,NA,studied,3,studied3,The apprentice who was studied by the blacksmith forged a shield.,NA,NA,no
list_2B,target,rrc,urc,studied,1,studied1,The soldier studied,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler10,The jogger inhaled,Was the jogger out of breath?,Yes,yes
list_2B,filler,filler,NA,NA,NA,Filler10,The jogger inhaled,Was the jogger out of breath?,Yes,yes
list_2B,filler,filler,NA,NA,NA,Filler34,The bathroom paint was,Was the paint in the hotel bathrooms in good shape?,No,yes
list_2B,prime,urc,NA,betrayed,2,betrayed2,The king who was betrayed by the genie arrested the innocent woman.,NA,NA,no
list_2B,prime,urc,NA,betrayed,3,betrayed3,The businessman who was betrayed by his partner lost a lot of money.,NA,NA,no
list_2B,target,rrc,urc,betrayed,1,betrayed1,The politician betrayed,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler2,The ornate clock chimed,Was the clock working?,Yes,yes
list_2B,filler,filler,NA,NA,NA,Filler2,The ornate clock chimed,Was the clock working?,Yes,yes
list_2B,filler,filler,NA,NA,NA,Filler20,The children shrank back from the clown in revulsion.,Did the children like the clown?,No,no
list_2B,filler,filler,NA,NA,NA,Filler19,The energetic cat batted at the dust specks floating in the air.,Was the cat lazy?,No,no
list_2B,filler,filler,NA,NA,NA,Filler19,The energetic cat batted at the dust specks floating in the air.,Was the cat lazy?,No,no
list_2B,filler,filler,NA,NA,NA,Filler11,The singer practiced,Was the singer able to hit the high notes without practicing?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler7,The spy came,Did the spy make a lot of noise?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler7,The spy came,Did the spy make a lot of noise?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler11,The singer practiced,Was the singer able to hit the high notes without practicing?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler20,The children shrank back from the clown in revulsion.,Did the children like the clown?,No,no
list_2B,filler,filler,NA,NA,NA,Filler33,All the parents at the meeting,Did the parents like the new policy?,No,yes
list_2B,prime,rrc,NA,challenged,2,challenged2,The scientist challenged by the journalist demonstrated the value of the invention.,NA,NA,no
list_2B,prime,rrc,NA,challenged,3,challenged3,The dragon challenged by the wizard roared loudly.,NA,NA,no
list_2B,target,rrc,rrc,challenged,1,challenged1,The protestors challenged,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler1,The new student talked,Were there some classmates the new student did not talk to?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler1,The new student talked,Were there some classmates the new student did not talk to?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler4,John became frustrated,Did John get less frustrated over time?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler4,John became frustrated,Did John get less frustrated over time?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler32,The pilots flew,Did the pilots enjoy themselves in the city?,Yes,yes
list_2B,prime,amv,NA,selected,2,selected2,The professor selected the university and made plans to move to a new city.,NA,NA,no
list_2B,prime,amv,NA,selected,3,selected3,The chef selected the restaurant and advertised his signature dish.,NA,NA,no
list_2B,target,rrc,amv,selected,1,selected1,The applicant selected,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler31,The laptops were,Were the laptops afforable for the students?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler17,The boy got up to,Did the boy get out of his seat?,Yes,yes
list_2B,filler,filler,NA,NA,NA,Filler5,The kindergartner bade good bye to her mother and ran to her friends.,Did the kindergartner bid good bye to her father?,No,no
list_2B,filler,filler,NA,NA,NA,Filler5,The kindergartner bade good bye to her mother and ran to her friends.,Did the kindergartner bid good bye to her father?,No,no
list_2B,filler,filler,NA,NA,NA,Filler17,The boy got up to,Did the boy get out of his seat?,Yes,yes
list_2B,prime,rrc,NA,congratulated,2,congratulated2,The actress congratulated by the director talked to the media happily.,NA,NA,no
list_2B,prime,rrc,NA,congratulated,3,congratulated3,The governor congratulated by the president made a public statement.,NA,NA,no
list_2B,target,rrc,rrc,congratulated,1,congratulated1,The captain congratulated,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler30,The film critic wept at,Was the film critic incapable of crying?,No,yes
list_2B,prime,amv,NA,encouraged,2,encouraged2,The musician encouraged the crowd and performed a breathtaking piece.,NA,NA,no
list_2B,prime,amv,NA,encouraged,3,encouraged3,The teacher encouraged her students and brought donuts on the last day of class.,NA,NA,no
list_2B,target,rrc,amv,encouraged,1,encouraged1,The gymnast encouraged,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler12,The babysitter ran,Were the children well behaved?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler12,The babysitter ran,Were the children well behaved?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler29,The sparkles on the celebrity's dress glittered under the harsh lighting.,Did the outfit have sparkles on it?,Yes,no
list_2B,prime,urc,NA,identified,2,identified2,The warden who was identified by the prisoner cracked the walnuts enthusiastically.,NA,NA,no
list_2B,prime,urc,NA,identified,3,identified3,The student who was identified by the researcher proposed an interesting project.,NA,NA,no
list_2B,target,rrc,urc,identified,1,identified1,The thief identified,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler28,The girl apologized,Was the girl caught staying out late?,Yes,yes
list_2B,filler,filler,NA,NA,NA,Filler21,The chairman spoke,Did the chairman speak for 45 minutes?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler21,The chairman spoke,Did the chairman speak for 45 minutes?,No,yes
list_2B,filler,filler,NA,NA,NA,Filler18,The talented lawyer argued,Was the lawyer talented?,Yes,yes
list_2B,filler,filler,NA,NA,NA,Filler18,The talented lawyer argued,Was the lawyer talented?,Yes,yes
list_2B,prime,prog_rrc,NA,admired,2,admired2,The princess being admired by the magician went into a trance.,NA,NA,no
list_2B,prime,prog_rrc,NA,admired,3,admired3,The employee being admired by the manager received a good evaluation.,NA,NA,no
list_2B,target,rrc,prog_rrc,admired,1,admired1,The singer admired,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler27,The teacher saw,Was the teacher fooled by the student?,No,yes
list_2B,prime,amv,NA,approached,2,approached2,The clerk approached his manager and submitted the report.,NA,NA,no
list_2B,prime,amv,NA,approached,3,approached3,The spy approached the agent and was looking for answers.,NA,NA,no
list_2B,target,rrc,amv,approached,1,approached1,The student approached,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler26,The fish swam,Did the fish avoid Jane?,No,yes
list_2B,prime,amv,NA,introduced,2,introduced2,The producer introduced the association and won many awards.,NA,NA,no
list_2B,prime,amv,NA,introduced,3,introduced3,The elf introduced the magician and danced happily.,NA,NA,no
list_2B,target,rrc,amv,introduced,1,introduced1,The speaker introduced,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler25,The teenagers swore,Did the teenagers think that they were going to continue being good friends?,Yes,yes
list_2B,prime,rrc,NA,sketched,2,sketched2,The apprentice sketched by the artist rolled up the canvas.,NA,NA,no
list_2B,prime,rrc,NA,sketched,3,sketched3,The painter sketched by her student looked happy.,NA,NA,no
list_2B,target,rrc,rrc,sketched,1,sketched1,The culprit sketched,NA,NA,yes
list_2B,filler,filler,NA,NA,NA,Filler24,The students participated,Did the students want to participate in the festival?,Yes,yes
list_2C,filler,filler,NA,NA,NA,Filler48,Adam's hand shook slightly as,Was Adam trying to unlock a door?,Yes,yes
list_2C,prime,prog_rrc,NA,recorded,2,recorded2,The management being recorded by the employee talked about the importance of privacy.,NA,NA,no
list_2C,prime,prog_rrc,NA,recorded,3,recorded3,The dancer being recorded by his trainer practiced energetically.,NA,NA,no
list_2C,target,rrc,prog_rrc,recorded,1,recorded1,The priest recorded,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler47,Lily trod on a lot of toes when she joined the company.,Did Lily upset people when she joined the company?,Yes,no
list_2C,prime,amv,NA,loved,2,loved2,The comedian loved the audience and impersonated a famous celebrity.,NA,NA,no
list_2C,prime,amv,NA,loved,3,loved3,The kid loved her parents and went to bed with a smile.,NA,NA,no
list_2C,target,rrc,amv,loved,1,loved1,The landlord loved,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler46,Maria went upstairs to,Did Maria change into a dress?,No,yes
list_2C,prime,amv,NA,described,2,described2,The secretary described the visitor and waited patiently.,NA,NA,no
list_2C,prime,amv,NA,described,3,described3,The chemist described the writer and was interested in philosophy.,NA,NA,no
list_2C,target,rrc,amv,described,1,described1,The boy described,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler45,Patrick woke up to,Were Patrick's parents around when he woke up?,No,yes
list_2C,filler,filler,NA,NA,NA,Filler13,The friends studied,Did the friends study independently?,No,yes
list_2C,filler,filler,NA,NA,NA,Filler9,Foreigners unfailingly fall in love with the place.,Did foreigners like the place?,Yes,no
list_2C,filler,filler,NA,NA,NA,Filler9,Foreigners unfailingly fall in love with the place.,Did foreigners like the place?,Yes,no
list_2C,filler,filler,NA,NA,NA,Filler6,The married couple arose before dawn in order to prepare for the trip.,Did the couple wake up early?,Yes,no
list_2C,filler,filler,NA,NA,NA,Filler6,The married couple arose before dawn in order to prepare for the trip.,Did the couple wake up early?,Yes,no
list_2C,filler,filler,NA,NA,NA,Filler13,The friends studied,Did the friends study independently?,No,yes
list_2C,prime,urc,NA,examined,2,examined2,The engineer who was examined by a licensor passed with flying colors.,NA,NA,no
list_2C,prime,urc,NA,examined,3,examined3,The industrialist who was examined by the auditor hid the money in Switzerland.,NA,NA,no
list_2C,target,rrc,urc,examined,1,examined1,The defendant examined,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler44,The bulldozers were removing,Was the building destroyed?,Yes,yes
list_2C,filler,filler,NA,NA,NA,Filler22,The rabbit hopped,Did the rabbit make it to the other side safely?,Yes,yes
list_2C,filler,filler,NA,NA,NA,Filler22,The rabbit hopped,Did the rabbit make it to the other side safely?,Yes,yes
list_2C,prime,amv,NA,envied,2,envied2,The principal envied the administration and complained about the school's problems.,NA,NA,no
list_2C,prime,amv,NA,envied,3,envied3,The man envied his sister and bought a new car.,NA,NA,no
list_2C,target,rrc,amv,envied,1,envied1,The officer envied,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler3,A different kind of fire arose within Andrew as he thought about the new idea.,Was Andrew passionate about the idea?,Yes,no
list_2C,filler,filler,NA,NA,NA,Filler3,A different kind of fire arose within Andrew as he thought about the new idea.,Was Andrew passionate about the idea?,Yes,no
list_2C,filler,filler,NA,NA,NA,Filler43,The contestants ate,Did the contestants eat less than 10 hot dogs?,No,yes
list_2C,filler,filler,NA,NA,NA,Filler16,The deer froze in,Were the deer scared?,Yes,yes
list_2C,filler,filler,NA,NA,NA,Filler16,The deer froze in,Were the deer scared?,Yes,yes
list_2C,prime,amv,NA,captured,2,captured2,The witch captured the peasant and cackled gleefully.,NA,NA,no
list_2C,prime,amv,NA,captured,3,captured3,The suspect captured the investigator and looked terrified.,NA,NA,no
list_2C,target,rrc,amv,captured,1,captured1,The policeman captured,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler23,The businessman strode,Was the businessman determined?,Yes,yes
list_2C,filler,filler,NA,NA,NA,Filler23,The businessman strode,Was the businessman determined?,Yes,yes
list_2C,filler,filler,NA,NA,NA,Filler42,The dieting boy deprived himself of sweets and sugars.,Did the boy want to be healthier?,Yes,no
list_2C,prime,amv,NA,scratched,2,scratched2,The toddler scratched the table exclaimed in surprise.,NA,NA,no
list_2C,prime,amv,NA,scratched,3,scratched3,The dog scratched a stranger and barked loudly.,NA,NA,no
list_2C,target,rrc,amv,scratched,1,scratched1,The girl scratched,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler41,They drew lots to settle who should make dinner that day.,Did they draw lots to decide who should make lunch?,No,no
list_2C,filler,filler,NA,NA,NA,Filler15,The basketball player's ankle swelled as he limped off the court.,Was the player injured?,Yes,no
list_2C,filler,filler,NA,NA,NA,Filler15,The basketball player's ankle swelled as he limped off the court.,Was the player injured?,Yes,no
list_2C,prime,prog_rrc,NA,consoled,2,consoled2,The teenager being consoled by the friend went back home sullenly.,NA,NA,no
list_2C,prime,prog_rrc,NA,consoled,3,consoled3,The woman being consoled by her daughter smiled wistfully.,NA,NA,no
list_2C,target,rrc,prog_rrc,consoled,1,consoled1,The widow consoled,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler40,The flags in the gym,Were the flags chosen at random?,No,yes
list_2C,prime,urc,NA,attacked,2,attacked2,The lion which was attacked by the hunter staggered back into the forest.,NA,NA,no
list_2C,prime,urc,NA,attacked,3,attacked3,The senator who was attacked by the assassin was sent to the hospital.,NA,NA,no
list_2C,target,rrc,urc,attacked,1,attacked1,The troops attacked,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler39,The wallpaper was,Was the wallpaper a bad choice?,No,yes
list_2C,prime,rrc,NA,paid,2,paid2,The organization paid by the government expanded its misson.,NA,NA,no
list_2C,prime,rrc,NA,paid,3,paid3,The broker paid by the company signed the contract.,NA,NA,no
list_2C,target,rrc,rrc,paid,1,paid1,The cashier paid,NA,NA,yes
list_2C,filler,filler,NA,NA,NA,Filler38,The school principal worked,Was the principal busy?,Yes,yes
list_2C,prime,prog_rrc,NA,accompanied,2,accompanied2,The children being accompanied by their guardian skipped to the park.,NA,NA,no
